Timestamp,1.  คุณมีอาการทางกายอย่างไรบ้างเมื่อต้องสูดดมควันฝุ่น PM2.5? ,2. คุณอยู่ในกลุ่มอายุช่วงใด? ,3.  กิจกรรมใดต่อไปนี้ที่คุณต้องหยุดหรือปรับเปลี่ยนเมื่อสถานการณ์หมอกควันเริ่มรุนแรงขึ้น? ,4.  สิ่งของใดที่คุณซื้อหรือใช้งานบ่อยขึ้นเนื่องจากปัญหาหมอกควัน? ,5.  คุณเห็นการเปลี่ยนแปลงอย่างไรบ้างในละแวกบ้านหรือตลาดในท้องถิ่นเมื่อสถานการณ์หมอกควันแย่? ,6.  วิธีหลักในการจัดการหรือป้องกันตนเองจากฝุ่นควันเมื่อคุณอยู่ช้างนอกคืออะไร? ,7. ฤดูที่มีหมอกควันส่งผลกระทบต่ออารมณ์หรือระดับความเครียดของคุณมากน้อย เพียงใด ?,8. คุณภาพอากาศส่งผลต่อวิธีการพูดหรือการปฏิสัมพันธ์ของคุณกับคนอื่นหรือไม่?,9.  เมื่อคุณอยู่ที่บ้านในช่วงฤดูที่มีหมอกควัน คุณมีวิธีจัดการกับอากาศภายในบ้านและความร้อนอย่างไร? ,"10.  คุณใช้เวลาในที่สาธารณะ เช่น วัด, สวนสาธารณะ หรือตลาด น้อยลงหรือไม่เนื่องจากคุณภาพอากาศ? ",11. ในความคิดเห็นของคุณ เพราะอะไรภึงคนจำนวนมากในแม่สอดจึงเลือกที่จะไม่สวมหน้ากากอนามัยเมื่ออยู่ข้างนอก? ,12. คุณสวมหน้ากากอนามัยเฉพาะเมื่อเริ่มรู้สึกไม่สบายหรือเห็นฝุ่นละอองจำนวนมากใช่หรือไม่?,13.  ในช่วงฤดูที่มีหมอกควัน คุณต้องทำความสะอาดฝุ่นหรือเขม่าดำภายในบ้านหรือร้านค้าบ่อยแค่ไหน? ,14.  เหตุผลหลักที่คุณสวมหน้ากากอนามัยคืออะไร? ,15.  คุณรู้สึกว่าหมอกควันกลายเป็นเรื่องปกติของชีวิตที่ไม่มีวันเปลี่ยนแปลงไปแล้วใช่หรือไม่? ,16. เนื่องจากพบฝุ่น PM2.5 ในหลายพื้นที่ของประเทศไทย คุณรู้สึกอย่างไรกับการอาศัยอยู่ที่นี่ในช่วงฤดูที่มีหมอกควัน? ,17. เมื่อคุณอยู่ในสถานที่ในร่มที่สะดวกสบายและมีเครื่องปรับอากาศ (เช่น ร้านอาหารหรือห้างสรรพสินค้า) คุณมักจะถอดหน้ากากอนามัยออกใช่หรือไม่? ,18. ในความคิดเห็นของคุณ สิ่งใดคือสาเหตุที่ใหญ่ที่สุดของมลพิษทางอากาศ? ,19. คุณตรวจสอบหรือทราบได้อย่างไรว่าคุณภาพอากาศ (PM2.5) ในวันนี้ย่ำแย่? ,20. คุณคิดว่าคุณภาพอากาศในแม่สอดและตากจะดีขึ้นในอีก 5 ปีข้างหน้าหรือไม่? 
30/03/2026 13:50:42,"มีอาการแพ้ (จาม, แสบตา/คันตา)",ต่ำกว่า 18 ปี,"การไปนั่งเล่นกับเพื่อนตามคาเฟ่หรือสวนสาธารณะ, การเดินทางหรือไปเที่ยวรอบๆ พื้นที่แม่สอด, การทำงานหรือนั่งเรียนในพื้นที่เปิดโล่ง (Outdoor)","หน้ากากอนามัย, อุปกรณ์ทำความสะอาดภายในบ้าน, ยาหยอดตาหรือสเปรย์ฉีดจมูก, เครื่องฟอกอากาศหรือแผ่นกรองอากาศใหม่, ยาแก้ไอหรือยาแก้แพ้","อากาศมีกลิ่นเหมือนการเผาไหม้หรือกลิ่นควันไม้, ทุกอย่างดูเป็นสีเทาไปหมด","สวมหน้ากากอนามัย และพกสเปรย์แอลกอฮอล์, เดินทางโดยรถยนต์ (ปิดกระจก)",ฉันรู้สึกรำคาญใจเล็กน้อย,ไม่ หมอกควันไม่ได้ทำให้วิธีการเข้าสังคมหรือการพูดคุยกับผู้คนของฉันเปลี่ยนไป,ใช้พัดลมและเปิดหน้าต่างทิ้งไว้,ออกไปเฉพาะเวลาทำงานหรือไปหาอาหารเท่านั้น,คิดว่าหน้ากากอนามัยไม่จำเป็น,ใช่ เฉพาะตอนที่ฉันเริ่มรู้สึกไม่ดีหรือเห็นฝุ่นเท่านั้น,2-3 ครั้งต่อสัปดาห์,ฉันสวมบ้างเป็นบางครั้ง แต่จะถอดออกเมื่อไม่ได้อยู่ที่ทำงาน,ไม่ ฉันยังรู้สึกว่ามันเป็นปัญหาที่อันตรายและไม่ควรเป็นเรื่องปกติ,ฉันอยากย้ายออกไป แต่ไม่มีทางเลือกเพราะเรื่องงานหรือเรื่องเรียน,ใช่ ฉันรู้สึกปลอดภัยจากหมอกควันเมื่ออยู่ข้างใน,"การเผาพื้นที่เกษตรกรรมและไฟป่า, ควันจากรถยนต์เก่า รถบรรทุก และรถจักรยานยนต์, การเผาขยะ หรือการสูบบุหรี่ในที่สาธารณะ",ตรวจสอบผ่านแอปพลิเคชันพยากรณ์อากาศหรือเว็บไซต์ (เช่น IQAir / AirVisual),ไม่ ฉันคิดว่ามันจะเหมือนเดิมหรือแย่ลงกว่าเดิม
30/03/2026 14:55:08,มีปัญหาทางด้านการหายใจหรือระบบทางเดินหายใจ,ต่ำกว่า 18 ปี,"การเล่นกีฬา(ฟุตบอล, วิ่ง และอื่นๆ)","หน้ากากอนามัย, อุปกรณ์ทำความสะอาดภายในบ้าน",ผู้คนสวมหน้ากากอนามัยกันมากขึ้น,สวมหน้ากากอนามัย และพกสเปรย์แอลกอฮอล์,ฉันรู้สึกรำคาญใจเล็กน้อย,ใช่ บางครั้งฉันพูดน้อยลงเพราะต้องการใส่หน้ากากอนามัยไว้ตลอดเวลา,"เปิดหน้าต่างและประตูทุกบานเพื่อให้ระบายอากาศ, ใช้พัดลมและเปิดหน้าต่างทิ้งไว้",ใช้เวลาเท่าเดิมตามปกติ,-,ใช่ เฉพาะตอนที่ฉันเริ่มรู้สึกไม่ดีหรือเห็นฝุ่นเท่านั้น,2-3 ครั้งต่อสัปดาห์,ฉันสวมเพราะต้องการดูแลและป้องกันสุขภาพของตัวเอง,ไม่ ฉันยังรู้สึกว่ามันเป็นปัญหาที่อันตรายและไม่ควรเป็นเรื่องปกติ,ฉันไม่ได้สนใจเรื่องหมอกควัน ฉันแค่โฟกัสกับการใช้ชีวิตประจำวันของตัวเอง,ฉันจะสวมหน้ากากก็ต่อเมื่อมีคนอยู่รอบๆจำนวนมากเท่านั้น,ควันลอยมาจากพื้นที่ฝั่งประเทศเพื่อนบ้าน (ข้ามพรมแดน),ไม่ได้ตรวจสอบ จะรู้ก็ต่อเมื่อเริ่มรู้สึกไม่สบายหรือป่วยเท่านั้น,ไม่ ฉันคิดว่ามันจะเหมือนเดิมหรือแย่ลงกว่าเดิม
30/03/2026 15:14:09,มีปัญหาทางด้านการหายใจหรือระบบทางเดินหายใจ,ต่ำกว่า 18 ปี,"การเล่นกีฬา(ฟุตบอล, วิ่ง และอื่นๆ), การไปนั่งเล่นกับเพื่อนตามคาเฟ่หรือสวนสาธารณะ, การเดินทางหรือไปเที่ยวรอบๆ พื้นที่แม่สอด, การทำงานหรือนั่งเรียนในพื้นที่เปิดโล่ง (Outdoor), การออกกำลังกายหรือเดินเล่นนอกบ้าน","หน้ากากอนามัย, อุปกรณ์ทำความสะอาดภายในบ้าน, เครื่องฟอกอากาศหรือแผ่นกรองอากาศใหม่","ผู้คนสวมหน้ากากอนามัยกันมากขึ้น, คนออกมาเดินเล่นหรือซื้อของน้อยลง, อากาศมีกลิ่นเหมือนการเผาไหม้หรือกลิ่นควันไม้, มองเห็นภูเขาหรือตึกที่อยู่ไกลออกไปได้ยาก, ทุกอย่างดูเป็นสีเทาไปหมด","สวมหน้ากากอนามัย และพกสเปรย์แอลกอฮอล์, เดินทางโดยรถยนต์ (ปิดกระจก)",ฉันรู้สึกเครียดและกังวลมาก,ไม่ หมอกควันไม่ได้ทำให้วิธีการเข้าสังคมหรือการพูดคุยกับผู้คนของฉันเปลี่ยนไป,อยู่ในห้องที่เปิดเครื่องปรับอากาศ (แอร์) และปิดหน้าต่างทุกบาน,ส่วนใหญ่จะอยู่แต่ภายในอาคาร,"ใช้ชีวิตในแต่ละวันไม่สะดวกสบาย ,หายใจไม่ออกเนื่องจากมลพิษเยอะ",ใช่ เฉพาะตอนที่ฉันเริ่มรู้สึกไม่ดีหรือเห็นฝุ่นเท่านั้น,2-3 ครั้งต่อสัปดาห์,ฉันสวมเพราะต้องการดูแลและป้องกันสุขภาพของตัวเอง,ใช่ มันกลายเป็นเรื่องปกติของทุกปีไปแล้ว,ฉันจะอยู่ที่นี่ต่อไปและยอมรับว่ามันเป็นส่วนหนึ่งของชีวิต,ใช่ ฉันรู้สึกปลอดภัยจากหมอกควันเมื่ออยู่ข้างใน,"การเผาพื้นที่เกษตรกรรมและไฟป่า, ควันจากรถยนต์เก่า รถบรรทุก และรถจักรยานยนต์, การเผาขยะ หรือการสูบบุหรี่ในที่สาธารณะ, ควันลอยมาจากพื้นที่ฝั่งประเทศเพื่อนบ้าน (ข้ามพรมแดน)",สังเกตจากท้องฟ้าหรือกลุ่มก้อนเมฆด้วยตาเปล่า,ใช่ ฉันเชื่อว่ามันจะดีขึ้น
30/03/2026 15:22:01,มีปัญหาทางด้านการหายใจหรือระบบทางเดินหายใจ,18-25 ปี,"การเล่นกีฬา(ฟุตบอล, วิ่ง และอื่นๆ), การทำงานหรือนั่งเรียนในพื้นที่เปิดโล่ง (Outdoor), การออกกำลังกายหรือเดินเล่นนอกบ้าน","อุปกรณ์ทำความสะอาดภายในบ้าน, ใช้ไฟฟ้ามากขึ้นสำหรับพัดลมหรือเครื่องปรับอากาศ (แอร์), ยาแก้ไอหรือยาแก้แพ้","อากาศมีกลิ่นเหมือนการเผาไหม้หรือกลิ่นควันไม้, มองเห็นภูเขาหรือตึกที่อยู่ไกลออกไปได้ยาก, ทุกอย่างดูเป็นสีเทาไปหมด",เดินทางโดยรถยนต์ (ปิดกระจก),ฉันรู้สึกเครียดและกังวลมาก,ใช่ บางครั้งฉันพูดน้อยลงเพราะต้องการใส่หน้ากากอนามัยไว้ตลอดเวลา,อยู่ในห้องที่เปิดเครื่องปรับอากาศ (แอร์) และปิดหน้าต่างทุกบาน,ออกไปเฉพาะเวลาทำงานหรือไปหาอาหารเท่านั้น,ราคา ความสะดวกสบาย,ใช่ เฉพาะตอนที่ฉันเริ่มรู้สึกไม่ดีหรือเห็นฝุ่นเท่านั้น,2-3 ครั้งต่อสัปดาห์,ฉันสวมบ้างเป็นบางครั้ง แต่จะถอดออกเมื่อไม่ได้อยู่ที่ทำงาน,ไม่ ฉันยังรู้สึกว่ามันเป็นปัญหาที่อันตรายและไม่ควรเป็นเรื่องปกติ,ฉันอยากย้ายออกไป แต่ไม่มีทางเลือกเพราะเรื่องงานหรือเรื่องเรียน,ใช่ ฉันรู้สึกปลอดภัยจากหมอกควันเมื่ออยู่ข้างใน,"การเผาพื้นที่เกษตรกรรมและไฟป่า, ควันจากรถยนต์เก่า รถบรรทุก และรถจักรยานยนต์, การเผาขยะ หรือการสูบบุหรี่ในที่สาธารณะ",สังเกตจากท้องฟ้าหรือกลุ่มก้อนเมฆด้วยตาเปล่า,ใช่ ฉันเชื่อว่ามันจะดีขึ้น
30/03/2026 15:48:38,มีปัญหาทางด้านการหายใจหรือระบบทางเดินหายใจ,ต่ำกว่า 18 ปี,"การเดินทางหรือไปเที่ยวรอบๆ พื้นที่แม่สอด, การทำงานหรือนั่งเรียนในพื้นที่เปิดโล่ง (Outdoor)","หน้ากากอนามัย, ยาหยอดตาหรือสเปรย์ฉีดจมูก, ยาแก้ไอหรือยาแก้แพ้",คนออกมาเดินเล่นหรือซื้อของน้อยลง,เดินทางโดยรถยนต์ (ปิดกระจก),ฉันรู้สึกรำคาญใจเล็กน้อย,ใช่ บางครั้งฉันพูดน้อยลงเพราะต้องการใส่หน้ากากอนามัยไว้ตลอดเวลา,อยู่ในห้องที่เปิดเครื่องปรับอากาศ (แอร์) และปิดหน้าต่างทุกบาน,ใช้เวลาเท่าเดิมตามปกติ,หายใจไม่สะดวก,ใช่ เฉพาะตอนที่ฉันเริ่มรู้สึกไม่ดีหรือเห็นฝุ่นเท่านั้น,2-3 ครั้งต่อสัปดาห์,ฉันสวมบ้างเป็นบางครั้ง แต่จะถอดออกเมื่อไม่ได้อยู่ที่ทำงาน,ใช่ มันกลายเป็นเรื่องปกติของทุกปีไปแล้ว,ฉันจะอยู่ที่นี่ต่อไปและยอมรับว่ามันเป็นส่วนหนึ่งของชีวิต,ใช่ ฉันรู้สึกปลอดภัยจากหมอกควันเมื่ออยู่ข้างใน,"การเผาพื้นที่เกษตรกรรมและไฟป่า, ควันจากรถยนต์เก่า รถบรรทุก และรถจักรยานยนต์, การเผาขยะ หรือการสูบบุหรี่ในที่สาธารณะ, ควันลอยมาจากพื้นที่ฝั่งประเทศเพื่อนบ้าน (ข้ามพรมแดน)",ตรวจสอบผ่านแอปพลิเคชันพยากรณ์อากาศหรือเว็บไซต์ (เช่น IQAir / AirVisual),ไม่ ฉันคิดว่ามันจะเหมือนเดิมหรือแย่ลงกว่าเดิม
30/03/2026 16:31:30,"มีอาการแพ้ (จาม, แสบตา/คันตา)",ต่ำกว่า 18 ปี,"การเล่นกีฬา(ฟุตบอล, วิ่ง และอื่นๆ)",หน้ากากอนามัย,"อากาศมีกลิ่นเหมือนการเผาไหม้หรือกลิ่นควันไม้, มองเห็นภูเขาหรือตึกที่อยู่ไกลออกไปได้ยาก","สวมหน้ากากอนามัย และพกสเปรย์แอลกอฮอล์, เดินทางโดยรถยนต์ (ปิดกระจก)",ฉันรู้สึกปกติ / สงบ,ไม่ หมอกควันไม่ได้ทำให้วิธีการเข้าสังคมหรือการพูดคุยกับผู้คนของฉันเปลี่ยนไป,อยู่ในห้องที่เปิดเครื่องปรับอากาศ (แอร์) และปิดหน้าต่างทุกบาน,น้อยลงกว่าเดิมเล็กน้อย,ตอนใส่หน้ากากอนามัยมันอึดอัดมันร้อน,ไม่ ปกติฉันก็แทบจะไม่ใส่หน้ากากอยู่แล้ว,เฉพาะช่วงที่อากาศแย่มากๆ,ฉันสวมเพราะต้องการดูแลและป้องกันสุขภาพของตัวเอง,"ไม่ ฉันยังรู้สึกว่ามันเป็นปัญหาที่อันตรายและไม่ควรเป็นเรื่องปกติ, ฉันจะสังเกตเห็นเฉพาะช่วงเดือนที่ร้อนมากๆ เท่านั้น (ม.ค. - พ.ค.)",ฉันไม่ได้สนใจเรื่องหมอกควัน ฉันแค่โฟกัสกับการใช้ชีวิตประจำวันของตัวเอง,ใช่ ฉันรู้สึกปลอดภัยจากหมอกควันเมื่ออยู่ข้างใน,"การเผาพื้นที่เกษตรกรรมและไฟป่า, ควันจากรถยนต์เก่า รถบรรทุก และรถจักรยานยนต์, การเผาขยะ หรือการสูบบุหรี่ในที่สาธารณะ, ควันลอยมาจากพื้นที่ฝั่งประเทศเพื่อนบ้าน (ข้ามพรมแดน)",สังเกตจากท้องฟ้าหรือกลุ่มก้อนเมฆด้วยตาเปล่า,ใช่ ฉันเชื่อว่ามันจะดีขึ้น
30/03/2026 20:29:17,"มีอาการแพ้ (จาม, แสบตา/คันตา)",ต่ำกว่า 18 ปี,การเดินทางหรือไปเที่ยวรอบๆ พื้นที่แม่สอด,"หน้ากากอนามัย, ยาหยอดตาหรือสเปรย์ฉีดจมูก","ผู้คนสวมหน้ากากอนามัยกันมากขึ้น, คนออกมาเดินเล่นหรือซื้อของน้อยลง",สวมหน้ากากอนามัย และพกสเปรย์แอลกอฮอล์,ฉันรู้สึกรำคาญใจเล็กน้อย,ไม่ หมอกควันไม่ได้ทำให้วิธีการเข้าสังคมหรือการพูดคุยกับผู้คนของฉันเปลี่ยนไป,ใช้พัดลมและเปิดหน้าต่างทิ้งไว้,ส่วนใหญ่จะอยู่แต่ภายในอาคาร,-,ไม่ ฉันใส่หน้ากากตลอดเวลาเพื่อความปลอดภัย,ทุกวัน,ฉันสวมบ้างเป็นบางครั้ง แต่จะถอดออกเมื่อไม่ได้อยู่ที่ทำงาน,ไม่ ฉันยังรู้สึกว่ามันเป็นปัญหาที่อันตรายและไม่ควรเป็นเรื่องปกติ,ฉันคิดว่าพื้นที่นี้ยังคงดีกว่าจังหวัดอื่นๆ,ฉันจะสวมหน้ากากก็ต่อเมื่อมีคนอยู่รอบๆจำนวนมากเท่านั้น,การเผาขยะ หรือการสูบบุหรี่ในที่สาธารณะ,ไม่ได้ตรวจสอบ จะรู้ก็ต่อเมื่อเริ่มรู้สึกไม่สบายหรือป่วยเท่านั้น,ใช่ ฉันเชื่อว่ามันจะดีขึ้น
03/04/2026 12:23:41,"มีอาการแพ้ (จาม, แสบตา/คันตา)",18-25 ปี,"การไปนั่งเล่นกับเพื่อนตามคาเฟ่หรือสวนสาธารณะ, การทำงานหรือนั่งเรียนในพื้นที่เปิดโล่ง (Outdoor), การออกกำลังกายหรือเดินเล่นนอกบ้าน","หน้ากากอนามัย, อุปกรณ์ทำความสะอาดภายในบ้าน, ใช้ไฟฟ้ามากขึ้นสำหรับพัดลมหรือเครื่องปรับอากาศ (แอร์), เครื่องฟอกอากาศหรือแผ่นกรองอากาศใหม่","ผู้คนสวมหน้ากากอนามัยกันมากขึ้น, คนออกมาเดินเล่นหรือซื้อของน้อยลง, มองเห็นภูเขาหรือตึกที่อยู่ไกลออกไปได้ยาก",สวมหน้ากากอนามัย และพกสเปรย์แอลกอฮอล์,ฉันรู้สึกรำคาญใจเล็กน้อย,ใช่ บางครั้งฉันพูดน้อยลงเพราะต้องการใส่หน้ากากอนามัยไว้ตลอดเวลา,อยู่ในห้องที่เปิดเครื่องปรับอากาศ (แอร์) และปิดหน้าต่างทุกบาน,ส่วนใหญ่จะอยู่แต่ภายในอาคาร,หายใจไม่สะดวก,ไม่ ฉันใส่หน้ากากตลอดเวลาเพื่อความปลอดภัย,ทุกวัน,ฉันสวมเพราะต้องการดูแลและป้องกันสุขภาพของตัวเอง,ไม่ ฉันยังรู้สึกว่ามันเป็นปัญหาที่อันตรายและไม่ควรเป็นเรื่องปกติ,ฉันคิดว่าพื้นที่นี้ยังคงดีกว่าจังหวัดอื่นๆ,ใช่ ฉันรู้สึกปลอดภัยจากหมอกควันเมื่ออยู่ข้างใน,"การเผาพื้นที่เกษตรกรรมและไฟป่า, ควันจากรถยนต์เก่า รถบรรทุก และรถจักรยานยนต์, ควันลอยมาจากพื้นที่ฝั่งประเทศเพื่อนบ้าน (ข้ามพรมแดน)",ตรวจสอบผ่านแอปพลิเคชันพยากรณ์อากาศหรือเว็บไซต์ (เช่น IQAir / AirVisual),ไม่ ฉันคิดว่ามันจะเหมือนเดิมหรือแย่ลงกว่าเดิม
04/04/2026 09:59:04,"มีอาการแพ้ (จาม, แสบตา/คันตา), รู้สึกป่วย, เหนื่อยล้า หรือเวียนหัว",ต่ำกว่า 18 ปี,"การไปนั่งเล่นกับเพื่อนตามคาเฟ่หรือสวนสาธารณะ, การเดินทางหรือไปเที่ยวรอบๆ พื้นที่แม่สอด, การทำงานหรือนั่งเรียนในพื้นที่เปิดโล่ง (Outdoor), การออกกำลังกายหรือเดินเล่นนอกบ้าน","หน้ากากอนามัย, ยาหยอดตาหรือสเปรย์ฉีดจมูก, ใช้ไฟฟ้ามากขึ้นสำหรับพัดลมหรือเครื่องปรับอากาศ (แอร์)","ผู้คนสวมหน้ากากอนามัยกันมากขึ้น, อากาศมีกลิ่นเหมือนการเผาไหม้หรือกลิ่นควันไม้, มองเห็นภูเขาหรือตึกที่อยู่ไกลออกไปได้ยาก, ทุกอย่างดูเป็นสีเทาไปหมด",สวมหน้ากากอนามัย และพกสเปรย์แอลกอฮอล์,ฉันรู้สึกเศร้าหรือหดหู่เพราะท้องฟ้าที่เป็นสีเทา,ไม่ หมอกควันไม่ได้ทำให้วิธีการเข้าสังคมหรือการพูดคุยกับผู้คนของฉันเปลี่ยนไป,อยู่ในห้องที่เปิดเครื่องปรับอากาศ (แอร์) และปิดหน้าต่างทุกบาน,ออกไปเฉพาะเวลาทำงานหรือไปหาอาหารเท่านั้น,การศึกษา และผลการทบที่ผู้คนคิดว่าไม่ส่งผลต่อร่างกาย,ใช่ เฉพาะตอนที่ฉันเริ่มรู้สึกไม่ดีหรือเห็นฝุ่นเท่านั้น,2-3 ครั้งต่อสัปดาห์,ฉันสวมเพราะต้องการดูแลและป้องกันสุขภาพของตัวเอง,ใช่ มันกลายเป็นเรื่องปกติของทุกปีไปแล้ว,ฉันอยากย้ายออกไป แต่ไม่มีทางเลือกเพราะเรื่องงานหรือเรื่องเรียน,ใช่ ฉันรู้สึกปลอดภัยจากหมอกควันเมื่ออยู่ข้างใน,"การเผาพื้นที่เกษตรกรรมและไฟป่า, ควันจากรถยนต์เก่า รถบรรทุก และรถจักรยานยนต์, การเผาขยะ หรือการสูบบุหรี่ในที่สาธารณะ, ควันลอยมาจากพื้นที่ฝั่งประเทศเพื่อนบ้าน (ข้ามพรมแดน), ",ตรวจสอบผ่านแอปพลิเคชันพยากรณ์อากาศหรือเว็บไซต์ (เช่น IQAir / AirVisual),ไม่ ฉันคิดว่ามันจะเหมือนเดิมหรือแย่ลงกว่าเดิม
05/04/2026 16:21:29,"รู้สึกป่วย, เหนื่อยล้า หรือเวียนหัว",ต่ำกว่า 18 ปี,การออกกำลังกายหรือเดินเล่นนอกบ้าน,หน้ากากอนามัย,"มองเห็นภูเขาหรือตึกที่อยู่ไกลออกไปได้ยาก, ทุกอย่างดูเป็นสีเทาไปหมด","สวมหน้ากากอนามัย และพกสเปรย์แอลกอฮอล์, เดินทางโดยรถยนต์ (ปิดกระจก)",ฉันรู้สึกรำคาญใจเล็กน้อย,ใช่ บางครั้งฉันพูดน้อยลงเพราะต้องการใส่หน้ากากอนามัยไว้ตลอดเวลา,อยู่ในห้องที่เปิดเครื่องปรับอากาศ (แอร์) และปิดหน้าต่างทุกบาน,ออกไปเฉพาะเวลาทำงานหรือไปหาอาหารเท่านั้น,น่าจะเพราะความเคยชิน และสภาพอากาศที่ร้อนยิ่งใส่แมสก็ยิ่งรู้สึกอึดอัด,ใช่ เฉพาะตอนที่ฉันเริ่มรู้สึกไม่ดีหรือเห็นฝุ่นเท่านั้น,2-3 ครั้งต่อสัปดาห์,ฉันสวมเพราะต้องการดูแลและป้องกันสุขภาพของตัวเอง,ไม่ ฉันยังรู้สึกว่ามันเป็นปัญหาที่อันตรายและไม่ควรเป็นเรื่องปกติ,ฉันอยากย้ายออกไป แต่ไม่มีทางเลือกเพราะเรื่องงานหรือเรื่องเรียน,ใช่ ฉันรู้สึกปลอดภัยจากหมอกควันเมื่ออยู่ข้างใน,"การเผาพื้นที่เกษตรกรรมและไฟป่า, ควันจากรถยนต์เก่า รถบรรทุก และรถจักรยานยนต์, การเผาขยะ หรือการสูบบุหรี่ในที่สาธารณะ",ติดตามผ่านโซเชียลมีเดีย (เช่น กลุ่ม Facebook หรือ Line),ไม่ ฉันคิดว่ามันจะเหมือนเดิมหรือแย่ลงกว่าเดิม
06/04/2026 09:47:41,"มีอาการแพ้ (จาม, แสบตา/คันตา)",มากกว่า 40 ปี,การออกกำลังกายหรือเดินเล่นนอกบ้าน,อุปกรณ์ทำความสะอาดภายในบ้าน,คนออกมาเดินเล่นหรือซื้อของน้อยลง,เดินทางโดยรถยนต์ (ปิดกระจก),ฉันรู้สึกปกติ / สงบ,ใช่ บางครั้งฉันพูดน้อยลงเพราะต้องการใส่หน้ากากอนามัยไว้ตลอดเวลา,อยู่ในห้องที่เปิดเครื่องปรับอากาศ (แอร์) และปิดหน้าต่างทุกบาน,ใช้เวลาเท่าเดิมตามปกติ,แล้วแต่ความคิดแต่ละคน,ไม่ ฉันใส่หน้ากากตลอดเวลาเพื่อความปลอดภัย,ทุกวัน,ฉันสวมเพราะต้องการดูแลและป้องกันสุขภาพของตัวเอง,ฉันพยายามที่จะไม่คิดถึงเรื่องนี้เลย,ฉันคิดว่าพื้นที่นี้ยังคงดีกว่าจังหวัดอื่นๆ,ฉันจะสวมหน้ากากก็ต่อเมื่อมีคนอยู่รอบๆจำนวนมากเท่านั้น,การเผาขยะ หรือการสูบบุหรี่ในที่สาธารณะ,ติดตามผ่านโซเชียลมีเดีย (เช่น กลุ่ม Facebook หรือ Line),ใช่ ฉันเชื่อว่ามันจะดีขึ้น
06/04/2026 11:34:07,มีปัญหาทางด้านการหายใจหรือระบบทางเดินหายใจ,ต่ำกว่า 18 ปี,การเดินทางหรือไปเที่ยวรอบๆ พื้นที่แม่สอด,"หน้ากากอนามัย, อุปกรณ์ทำความสะอาดภายในบ้าน, เครื่องฟอกอากาศหรือแผ่นกรองอากาศใหม่","ผู้คนสวมหน้ากากอนามัยกันมากขึ้น, อากาศมีกลิ่นเหมือนการเผาไหม้หรือกลิ่นควันไม้","สวมหน้ากากอนามัย และพกสเปรย์แอลกอฮอล์, เดินทางโดยรถยนต์ (ปิดกระจก)",ฉันรู้สึกเครียดและกังวลมาก,ใช่ บางครั้งฉันพูดน้อยลงเพราะต้องการใส่หน้ากากอนามัยไว้ตลอดเวลา,อยู่ในห้องที่เปิดเครื่องปรับอากาศ (แอร์) และปิดหน้าต่างทุกบาน,น้อยลงกว่าเดิมเล็กน้อย,เนื่องจากหายใจไม่ค่อยสะดวก อาจรู้สึกอึดอัดด้วย และเนื่องด้วยอากาศร้อนจริงอาจทำให้เหงื่อไหลได้และร้อนง่าย,ใช่ เฉพาะตอนที่ฉันเริ่มรู้สึกไม่ดีหรือเห็นฝุ่นเท่านั้น,ทุกวัน,ฉันสวมเพราะต้องการดูแลและป้องกันสุขภาพของตัวเอง,ไม่ ฉันยังรู้สึกว่ามันเป็นปัญหาที่อันตรายและไม่ควรเป็นเรื่องปกติ,ฉันจะอยู่ที่นี่ต่อไปและยอมรับว่ามันเป็นส่วนหนึ่งของชีวิต,ใช่ เพราะทำให้คุยกันและกินอาหารได้สะดวกกว่า,"การเผาพื้นที่เกษตรกรรมและไฟป่า, การเผาขยะ หรือการสูบบุหรี่ในที่สาธารณะ",ติดตามผ่านโซเชียลมีเดีย (เช่น กลุ่ม Facebook หรือ Line),ไม่ ฉันคิดว่ามันจะเหมือนเดิมหรือแย่ลงกว่าเดิม
